date,venue,city,state,country,setlist,link
2006.04.18,Workplay Theatre,Birmingham,AL,USA,"SET 1: Murph, GLOgli, Grow, Dem Be, Move My Peeps, Blu Mood, Peoples, Murph. SET 2: Be Nice, One a Day, Satori, This, Us, Breathe In, Lo Swaga, Four Year Puma, Murph. E: Rent.",http://digital.1320records.com/search/release.php?RELEASE_ID=202
2006.04.15,House of Blues,New Orleans,LA,USA,"SET 1: Murph, Arigato, F. Word, Somesing, This, Us, Music, Us, Crystal Instrument, Blu Mood, Murph. SET 2: Inspire Strikes Back, Lo Swaga, Water Song, Instantly, Warrior, Aimlessly, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=201
2006.04.14,Stubb's BBQ,Austin,TX,USA,"SET 1: Murph, Rent, Really Wut?, By the Morning Sun, GLOgli, Pianoir, Peoples, Kamuy, Murph. SET 2: Be Nice, Aimlessly, Tokyo, Big Little Scenario, Open E, Tap-In, Murph. E: One a Day.",http://digital.1320records.com/search/release.php?RELEASE_ID=200
2006.04.13,Warehouse Live,Houston,TX,USA,"SET 1: Murph, Ramone & Emiglio, Gobnugget, ReEmergence, Mischief of a Sleepwalker, Satori, Dem Be, Instantly, Murph. SET 2: One a Day, Once Told, Circus, Lo Swaga, From Now On, Murph. E: Monkey Music.",http://digital.1320records.com/search/release.php?RELEASE_ID=199
2006.04.12,Gypsy Tea Room,Deep Ellum,TX,USA,"SET 1: Murph, Somesing, Rent, F. Word, ...And Some Are Angels, Arigato> Blu Mood, Hubble (*), Murph. SET 2: This, Us, Big Little Scenario, Warrior, Be Nice, Moon Socket, Be Pulse, Aimlessly (*), Murph. E: Grow. *  hunter was getting the sh*t shocked out of him every time he touched his guitar",http://digital.1320records.com/search/release.php?RELEASE_ID=198
2006.04.10,Orpheum Theatre,Flagstaff,AZ,USA,"SET 1: Murph, Lo Swaga, Peoples, Pianoir, We'll Meet In Our Dreams, Kamuy, ReEmergence, One a Day, Murph. SET 2: Breathe In, GLOgli, Crystal Instrument, Tokyo, Move My Peeps, Baraka, Murph. E: Really Wut?.",http://digital.1320records.com/search/release.php?RELEASE_ID=197
2006.04.09,Marquee Theatre,Tempe,AZ,USA,"SET 1: Murph, Nautilus, Instantly, Ramone & Emiglio, By the Morning Sun, Interlude, Surreality> EB, Music, Us, Blu Mood, Murph. SET 2: Rent, This, Us, Frequencies Peace 2> Frequencies Peace 3, Circus, Somesing, Once Told, Grow, Murph. E: Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=196
2006.04.08,House of Blues Sunset Strip,West Hollywood,CA,USA,"SET 1: Big Ego's> GLOgli, Be Pulse, F. Word, Murph (Introduces Ladybug), Satori Break (w/ Ladybug), Lo Swaga (w/ Ladybug), Monkey Music, Big Little Scenario, Murph. SET 2: One a Day, Be Nice, Warrior, Arigato, From Now On, Aimlessly, Open E, Murph. E: Dance. The band comes to Tinseltown to play a sold out show on the Sunset Strip. Big Ego's open the show, then drops in to GLOgli. They bring Ladybug Mecca out to drop some rhymes over a reworked Satori. Second set showcases the new tunes, starting with One A Day, Be Nice, then Warrior. Guests: Ladybug Mecca of Digable Planets",http://digital.1320records.com/search/release.php?RELEASE_ID=195
2006.04.06,The Galaxy Theatre,Santa Ana,CA,USA,"SET 1: Murph, Arigato> Blu Mood, Pianoir, Ramone & Emiglio> Be Nice, Instantly, Aimlessly, Murph. SET 2: Grow> Somesing, F. Word, Mischief of a Sleepwalker, GLOgli, Lo Swaga, Moon Socket, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=193
2006.03.21,Melkweg,Amsterdam,Netherlands,USA,"SET 1: Murph, This, Us, Evasive/Kamuy, Somesing, Circus, Be Nice, Tap-In, One a Day, Pianoir, Peoples, Mischief of a Sleepwalker, Moon Socket, Four Year Puma, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=192
2006.03.20,Melkweg,Amsterdam,Netherlands,USA,"SET 1: Murph, Arigato> Blu Mood, Move My Peeps> Nautilus, F. Word (slight audio defects), Rent, Once Told, Hubble, Be Pulse, GLOgli, Murph. E: Dance, King Pharoah's Tomb.",http://digital.1320records.com/search/release.php?RELEASE_ID=191
2006.03.19,Melkweg,Amsterdam,Netherlands,USA,"SET 1: Murph, Ramone & Emiglio, Aimlessly, Warrior, Tokyo, Music, Us, Surreality, EB, Instantly, Murph, Lo Swaga, Really Wut?, Open E, Murph. E: Grow.",http://digital.1320records.com/search/release.php?RELEASE_ID=190
2006.02.18,The Catalyst,Santa Cruz,CA,USA,"SET 1: Murph, GLOgli, Lo Swaga, F. Word, Peoples, Dem Be, One a Day, Rent, Murph. SET 2: This, Us, Aimlessly, Blu Mood, Warrior, Be Nice, Evasive/Kamuy, Open E, Murph. E: Grow.
Benefit for Mariposa's Art ""Empowering Youth Through Art""
All proceeds from the sale of this show download will be donated.",http://digital.1320records.com/search/release.php?RELEASE_ID=189
2006.02.11,House of Blues,Chicago,IL,USA,"SET 1: Murph, Arigato> Blu Mood, Ramone & Emiglio, Crystal Instrument, Be Nice> Inspire Strikes Back, One a Day, Murph. SET 2: This, Us, Lo Swaga, Moon Socket, Pianoir, Move My Peeps, GLOgli, Open E, Murph. E: ReEmergence, Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=188
2006.02.10,House of Blues,Chicago,IL,USA,"SET 1: Murph, Somesing, Really Wut?, F. Word, Dem Be, Instantly, Aimlessly, Tokyo, Murph. SET 2: Rent, Warrior, Kaya, Peoples, Circus, Grow, Four Year Puma, Murph. E: Tap-In.",http://digital.1320records.com/search/release.php?RELEASE_ID=187
2006.02.09,The Rave,Milwaukee,WI,USA,"Set 1: Murph, GLOgli, Lo Swaga, Equinox, Be Pulse, Kamuy (*), Big Little Scenario, Dance, Murph.
Set 2: Be Nice> Open E, One a Day, Mischief of a Sleepwalker, Arigato> Call Jam, Hubble, Murph.
Encore: Moon Socket.
Guests: * percussionist from Toubabe Krewe",http://digital.1320records.com/search/release.php?RELEASE_ID=186
2006.02.08,Barrymore Theatre,Madison,WI,USA,"SET 1: Murph, Music, Us, Grow, F. Word, Peoples, Pianoir, STS9> Warrior, Murph.
Set 2: This, Us, Luma Daylight, Tokyo, Move My Peeps, Crystal Instrument, Tap-In, Aimlessly, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=185
2006.02.07,Fine Line Music Cafe,Minneapolis,MN,USA,"SET 1: Murph, Rent, Somesing, Ramone & Emiglio, ReEmergence, Lo Swaga, From Now On, Once Told, Murph. SET 2: Instantly, Surreality> EB, Inspire Strikes Back, Dem Be, Really Wut?, One a Day, Blu Mood, Murph. E: Frequencies Peace 2> Frequencies Peace 3.",http://digital.1320records.com/search/release.php?RELEASE_ID=184
2006.02.04,The Blue Note,Columbia,MO,USA,"SET 1: Murph, Circus, F. Word, Be Pulse, Aimlessly, Be Nice (*), Mischief of a Sleepwalker, One a Day, Murph. SET 2: Peoples, Hubble, Big Little Scenario, GLOgli, Four Year Puma, Arigato> Call Jam, Tokyo, Murph. E: King Pharoah's Tomb. * first time played",http://digital.1320records.com/search/release.php?RELEASE_ID=183
2006.02.03,The Pageant,,,Saint Louis,"SET 1: Murph, Move My Peeps, Lo Swaga, Moon Socket> By the Morning Sun, Satori, This, Us, Monkey Music, Murph. SET 2: Aimlessly, Evasive/Kamuy, Instantly, Pianoir, Open E> Breathe In, Murph. E: Grow.",http://digital.1320records.com/search/release.php?RELEASE_ID=182
2006.02.02,Harrah's Voodoo Lounge,N. Kansas City,MO,USA,"SET 1: Murph, Music, Us> Nautilus> Ramone & Emiglio, Somesing, Rent, Inspire Strikes Back, Warrior, Murph. SET 2: Really Wut?, Crystal Instrument, Mischief of a Sleepwalker, One a Day, Blu Mood, Once Told, Tap-In, Murph. E: From Now On.",http://digital.1320records.com/search/release.php?RELEASE_ID=181
2006.01.28,Fillmore Auditorium,Denver,CO,USA,"SET 1: Murph, Open E, Instantly, F. Word, Somesing, Pianoir, Inspire Strikes Back, Aimlessly, Murph. SET 2: Evasive/Kamuy, Warrior, Mischief of a Sleepwalker, Peoples, Grow, Lo Swaga, Hubble, Murph. E: From Now On, Tokyo.",http://digital.1320records.com/search/release.php?RELEASE_ID=180
2006.01.27,Fillmore Auditorium,Denver,CO,USA,"SET 1: Murph, n'tro> This, Us> GLOgli> ReEmergence> Satori> Really Wut?, Be Pulse> Rent, Murph. SET 2: One a Day, Move My Peeps, Dem Be, Baraka> Arigato> Call Jam> Blu Mood, Moon Socket, Murph. E: Kaya> Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=179
2006.01.25,The Big Easy,Boise,ID,USA,"SET 1: Murph, Pianoir> Ramone & Emiglio, Rent, Wika Chikana, Havona Ascent, Grow, Kaya, Murph, Lo Swaga, We'll Meet In Our Dreams> GLOgli> Circus> One a Day, Murph. E: Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=178
2006.01.21,The Showbox,Seattle,WA,USA,"SET 1: Murph, Instantly, Satori, Warrior, Luma Daylight> Tokyo> Circus, Rent, Murph. SET 2: Peoples, One a Day, Four Year Puma, ReEmergence, Dem Be, Orbital> Moon Socket, Murph (Happy birthday Phipps!). E: Arigato.",http://digital.1320records.com/search/release.php?RELEASE_ID=177
2006.01.20,Roseland Theater,Portland,OR,USA,"SET 1: Murph, F. Word, Aimlessly, This, Us, Monkey Music, Crystal Instrument, From Now On, Really Wut?, Murph. SET 2: GLOgli, Big Little Scenario, Open E, Pianoir, Blu Mood, Once Told, Inspire Strikes Back, Murph.E: Lo Swaga.",http://digital.1320records.com/search/release.php?RELEASE_ID=176
2006.01.19,McDonald Theater,Eugene,OR,USA,"SET 1: Murph, Be Pulse, Rent, Ramone & Emiglio, Music, Us, By the Morning Sun, Move My Peeps, Warrior, Murph. SET 2: Evasive Maneuvers, One a Day, Mischief of a Sleepwalker, Arigato> Hubble, Peoples, Murph. E: Breathe In.",http://digital.1320records.com/search/release.php?RELEASE_ID=175
2006.01.14,The Fillmore,San Francisco,CA,USA,"SET 1: Murph, Lo Swaga, Once Told, Hubble, Big Little Scenario, Tokyo, Arigato> Blu Mood, Murph. SET 2: Aimlessly, F. Word, Peoples, Warrior, By the Morning Sun, Move My Peeps, Grow, Murph. E: Dem Be, Crystal Instrument.",http://digital.1320records.com/search/release.php?RELEASE_ID=174
2006.01.13,The Fillmore,San Francisco,CA,USA,"SET 1: Murph, Open E, Music, Us, Mischief of a Sleepwalker, Somesing, This, Us, Today, One a Day, Murph. SET 2: GLOgli, Evasive/Kamuy, phipps, Instantly, Pianoir, Ramone & Emiglio, Be Pulse> Rent, Murph. E: Satori.",http://digital.1320records.com/search/release.php?RELEASE_ID=173
2005.12.31,The Tabernacle,Atlanta,GA,USA,"SET 1: This, Us, Somesing, One a Day> Blu Mood, Music, Us, Roygbiv, Monkey Music, Aimlessly, Murph. SET 2: Warrior (nye countdown)> Rent, Lo Swaga, Arigato, Hubble (*), Really Wut?, Once Told, Open E, Murph. E: Dance, GLOgli.
*Technical Difficulties: a power surge took out house power during Hubble. As a result, 2 minutes of Hubble are missing from that track.  We have edited to preserve as much of the track as was captured.",http://digital.1320records.com/search/release.php?RELEASE_ID=172
2005.12.30,The Tabernacle,Atlanta,GA,USA,"SET 1: Murph, Grow, Luma Daylight, Pianoir> Ramone & Emiglio, Native End, Water Song, Peoples, Murph. SET 2: By the Morning Sun Remix (Sub-ID), Be Pulse> Moon Socket, By the Morning Sun, Move My Peeps> Frequencies Peace 2> Frequencies Peace 3, Tokyo, Murph. E: Things in My Life (w/ CE), Inspire Strikes Back. Guests: Collective Efforts",http://digital.1320records.com/search/release.php?RELEASE_ID=171
2005.12.29,The Tabernacle,Atlanta,GA,USA,"SET 1: Murph, Satori, Instantly, Tap-In, F. Word, From Now On, ReEmergence, Four Year Puma, Murph. SET 2: Aimlessly, Big Little Scenario, Mischief of a Sleepwalker, Dem Be, Lo Swaga, Circus, Evasive/Kamuy, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=170
2005.10.31,The Independent,San Francisco,CA,USA,"SET 1: intro, Murph, Da Art of Storytellin' Pt.1 (OutKast *+)> Bag Lady (Erykah Badu *)> Big Ego's (Dr. Dre)> I Can (Nas *+)> Outta Control (50 Cent *)> Dirt Off Your Shoulder (Jay-Z *)> Open E, Once Told, Dance, Mischief of a Sleepwalker, Surreality> EB, Murph. SET 2: Arigato> Blu Mood> GLOgli, Inspire Strikes Back, Somesing, Really Wut?, Murph. E: Hubble> Four Year Puma.
Guests: * with Audio Angel on vox
+ with David Murphy on vox",http://digital.1320records.com/search/release.php?RELEASE_ID=169
2005.10.29,House of Blues,Las Vegas,NV,USA,"SET 1: Big Ego's, Murph> GLOgli, Ramone & Emiglio, Peoples, Grow, Instantly, This, Us, Open E, Murph. SET 2: Orbital, What Is Love?, Evasive/Kamuy, Move My Peeps, Arigato> Tokyo, Tap-In, Murph. E: Roygbiv, Monkey Music> Moon Socket. Vegoose 2005",http://digital.1320records.com/search/release.php?RELEASE_ID=168
2005.10.22,The Palladium,Worcester,MA,USA,"SET 1: Murph, Instantly, Crystal Instrument, Tap-In, Once Told, Nautilus, This, Us, Really Wut?, Murph. SET 2: Native End, ReEmergence, GLOgli, Music, Us, Ramone & Emiglio, From Now On, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=167
2005.10.21,Calvin Theatre,Northampton,MA,USA,"SET 1: Murph, Grow, Trinocular, Vibyl, Today, Breathe In, Somesing, Equinox (fades before end). SET 2: What Is Love?, Peoples, Tokyo, Be Pulse, Dance, Possibilities, Hubble, Murph. E: Arigato.",http://digital.1320records.com/search/release.php?RELEASE_ID=166
2005.10.20,Higher Ground,So. Burlington,VT,USA,"SET 1: Murph, Arigato> STS9, From Now On, Instantly, ReEmergence, Moon Socket> Ramone & Emiglio, Murph. SET 2: GLOgli, Evasive/Kamuy, By the Morning Sun, Open E> Four Year Puma, Really Wut?, Murph. E: Roygbiv, Once Told.",http://digital.1320records.com/search/release.php?RELEASE_ID=165
2005.10.03,Club Quattro,Tokyo,Japan,USA,"SET 1: Murph, Ramone & Emiglio, Instantly, Move My Peeps, Nautilus, GLOgli, Grow, Murph. SET 2: Once Told, Open E, What Is Love?, Tokyo, Somesing, Baraka, Murph. E: Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=162
2005.09.20,The Catalyst,Santa Cruz,CA,USA,"SET 1: Murph, Somesing, Ramone & Emiglio, Instantly, Be Pulse, By the Morning Sun, Hubble, Grow, Murph. SET 2: Once Told, Mischief of a Sleepwalker, Move My Peeps (w/ AA), Peoples (w/ AA), Tap-In, Arigato> Tokyo, Murph. E: Baraka.
A benefit for victims of hurricane Katrina
Guests: Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=161
2005.09.18,Earthdance,Laytonville,CA,USA,"SET: Murph, Music, Us> GLOgli, Grow, Peoples, Arigato> Tokyo> Blu Mood, Instantly> Kamuy, Murph. E: Really Wut?, Open E.",http://digital.1320records.com/search/release.php?RELEASE_ID=160
2005.09.10,The Roxy Theatre,West Hollywood,CA,USA,"SET 1: Murph, Evasive/Kamuy> Instantly> Gobnugget, From Now On, ReEmergence, Roygbiv, Breathe In, Murph. SET 2: Murph, Arigato> Tokyo, Blu Mood, Somesing, Orbital, Open E, GLOgli, Murph. E: Grow.",http://digital.1320records.com/search/release.php?RELEASE_ID=159
2005.09.09,House of Blues,Anaheim,CA,USA,"SET 1: Murph, Trinocular> Vibyl, Frequencies Peace 2> Frequencies Peace 3, Peoples, By the Morning Sun, Luma Daylight> Inspire Strikes Back, Murph. SET 2: untitlied> Four Year Puma, Twilight, Mobsters, Surreality, EB, Today, Tap-In, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=158
2005.09.08,Belly Up (Solana),,,Solana Beach,"SET 1: Just Thanks, Ramone & Emiglio, Music, Us, Crystal Instrument, Move My Peeps, Really Wut?, Moon Socket, Murph. SET 2: Murph, Grow, Somesing, Monkey Music, Open E> Tokyo, From Now On, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=157
2005.09.07,Ventura Theatre,Ventura,CA,USA,"SET 1: Murph, Arigato> Nautilus> Blu Mood, By the Morning Sun, GLOgli, Be Pulse, Murph. SET 2: Native End> ReEmergence> Kamuy, Jebez, Mischief of a Sleepwalker, Once Told, Murph. E: Peoples.",http://digital.1320records.com/search/release.php?RELEASE_ID=156
2005.08.13,Red Rocks Amphitheatre,Morrison,CO,USA,"SET: Murph, Really Wut?, Open E, Kamuy> GLOgli> Tokyo, Somesing, Peoples, Tap-In, Murph.
Opened for Trey Anistasio & 70 Volt Parade",http://digital.1320records.com/search/release.php?RELEASE_ID=155
2005.08.12,8150,Vail,CO,USA,"SET 1: Murph, Music, Us> Move My Peeps> What Is Love?, Luma Daylight, F. Word, Be Pulse, Moon Socket, Murph. SET 2: Dance, Arigato> Four Year Puma, Ramone & Emiglio, Grow, By the Morning Sun, Murph. E: King Pharoah's Tomb.",http://digital.1320records.com/search/release.php?RELEASE_ID=154
2005.07.24,Lollapalooza Festival,Chicago,IL,USA,"SET: Open E, Grow, Tokyo, GLOgli, Somesing, Once Told, Nautilus, Peoples, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=153
2005.07.23,House of Blues,Chicago,IL,USA,"SET 1: Murph, Tap-In, Peoples, Big Little Scenario> Arigato> Improv, Be Pulse, GLOgli, Murph. SET 2: Ramone & Emiglio, Really Wut?, Somesing> Open E, Tokyo, F. Word, Mischief of a Sleepwalker> Kamuy, Murph. E: Once Told, Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=152
2005.07.22,"10,000 Lakes Festival",Detroit Lakes,MN,USA,"SET: Murph, Kamuy, Blu Mood, Peoples, Moon Socket, Once Told, GLOgli, Grow, Move My Peeps, From Now On, Luma Daylight> Tokyo, Breathe In, Murph.
",http://digital.1320records.com/search/release.php?RELEASE_ID=151
2005.06.10,Bonnaroo Music & Arts Festival,Manchester,TN,USA,"SET 1: Open E, Grow, GLOgli, Move My Peeps, Once Told, Nautilus (w/ PRCPT)> Improv (w/ PRCPT), Ramone & Emiglio, Kamuy, No Worries (w/ CE), Things in My Life, Murph.
Set 2: Improv (Tribal Jam w/ RD), Improv (303 Jam w/ RD), (not titled yet), Since 7th, Really Wut?, Big Little Scenario, Arigato> Tokyo, Somesing, Blu Mood, Murph. Encore: Peoples.
Guests: CE=Collective Efforts
RD=Richard Devine
PRCPT=Mr. Lif, Akrobatic, Therapy of the Perceptionists",http://digital.1320records.com/search/release.php?RELEASE_ID=150
2005.06.04,Masquerade Music Park,Atlanta,GA,USA,"SET 1: Murph, Ramone & Emiglio, F. Word, Music, Us, Today, No Worries (w/ CE), Things in My Life (w/ CE), Once Told, Murph. SET 2: Peoples, Crystal Instrument, Luma Daylight, Tokyo, Grow, Blu Mood, Murph. E: Nautilus (w/ Wyz & CE), GLOgli.
Guests: CE=Collective Efforts
Wyz=Wyz of Psyche Origame",http://digital.1320records.com/search/release.php?RELEASE_ID=149
2005.04.23,McDonald Theater,Eugene,OR,USA,"SET 1: Murph, Tokyo, Jebez, Ramone & Emiglio, Somesing, Be Pulse, Squares and Cubes, Once Told, Murph. SET 2: F. Word, Kamuy, Music, Us, Move My Peeps, Blu Mood, Really Wut?, Murph.
E: Frequencies Peace 2> Frequencies Peace 3.",http://digital.1320records.com/search/release.php?RELEASE_ID=148
2005.04.22,Roseland Theater,Portland,OR,USA,"SET 1: Murph, Today, Open E, Native End, ReEmergence, GLOgli, By the Morning Sun, Sweat & Concrete> Improv> Dance, Murph. SET 2: Peoples, Moon Socket, Twilight, Grow, Arigato, Mobsters, Surreality> EB, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=147
2005.04.20,Ashland Armory,Ashland,OR,USA,"SET 1: Murph, ARTiFACT, By the Morning Sun, Arigato, Grow, Mischief of a Sleepwalker, Somesing, T. W. E. L. V. E., Peoples, Murph. SET 2: GLOgli, We'll Meet In Our Dreams> Tap-In, Be Pulse, Baraka, Luma Daylight, Breathe In, Murph. E: Roygbiv.",http://digital.1320records.com/search/release.php?RELEASE_ID=146
2005.04.19,Arcata Community Center,Arcata,CA,USA,"SET 1: Murph, Tokyo, STS9, Once Told, Blu Mood, Native End, ReEmergence, Four Year Puma, Murph. SET 2: Sweat & Concrete> Improv, F. Word, Really Wut?, Crystal Instrument, Hubble, Twilight, Murph. E: Gobnugget.",http://digital.1320records.com/search/release.php?RELEASE_ID=145
2005.04.16,Warfield Theater,San Francisco,CA,USA,"SET 1: Improv (Tribal Jam w/ RD), Arigato, Tokyo, Murph, Better Day (w/ RJ, AA), By the Morning Sun (w/ RJ, AA), Ramone & Emiglio, From Now On, Music, Us, Murph. SET 2: Open E, Somesing, Improv (303 Jam w/ RD), Move My Peeps, Peoples (w/ AA), Grow, Blu Mood, Murph. E: Improv (Alien Funk Jam w/ RD), Murph, Mischief of a Sleepwalker.
Guests: RD=Richard Devine
RJ=Rena Jones
AA=Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=144
2005.04.15,Warfield Theater,San Francisco,CA,USA,"SET 1: Once Told, F. Word, Equinox, Really Wut?, Trinocular, Vibyl, Today, Tap-In, Murph. SET 2: Evasive/Kamuy, ReEmergence, Moon Socket, Jebez, Crystal Instrument, GLOgli, Murph. E: What Is Love?.
multitrack source - mixed by ryan knutson",http://digital.1320records.com/search/release.php?RELEASE_ID=143
2005.04.14,House of Blues Sunset Strip,West Hollywood,CA,USA,"SET 1: Murph, By the Morning Sun, Tokyo, Grow, GLOgli, Gobnugget, Be Pulse, Somesing, Murph.  SET 2: Arigato, Monkey Music, Music, Us, Sweat & Concrete, Breathe In, Peoples, Murph. E: Blu Mood.",http://digital.1320records.com/search/release.php?RELEASE_ID=142
2005.04.13,Fourth and B,San Diego,CA,USA,"SET 1: Murph, Ramone & Emiglio, Trinocular, Vibyl, Squares and Cubes, Arigato, Orbital, Four Year Puma, Murph. SET 2: Nautilus, Once Told, Mischief of a Sleepwalker, Crystal Instrument, Luma Daylight, Dance, Really Wut?, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=141
2005.04.09,La Zona Rosa,Austin,TX,USA,"SET 1: Murph, Sweat & Concrete, Nautilus, Move My Peeps, Tokyo, Surreality, EB, Somesing, Mischief of a Sleepwalker, Murph. SET 2: Moon Socket, Grow, Arigato, Crystal Instrument, Really Wut?, Breathe In, Murph. E: Roygbiv, Tap-In.",http://digital.1320records.com/search/release.php?RELEASE_ID=140
2005.04.07,Gypsy Tea Room,Deep Ellum,TX,USA,"SET 1: Murph, Crystal Instrument, ReEmergence, Tap-In, Twilight, Circus, Luma Daylight, Tokyo, Murph. SET 2: STS9, Somesing, Trinocular, Vibyl, Grow, Gobnugget, Jebez, Open E, Murph.
E: Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=139
2005.04.04,The Cannery,Nashville,TN,USA,"SET 1: Murph, GLOgli, Once Told, By the Morning Sun, Sweat & Concrete (w/ CE), Things in My Life (w/ CE), Grow, Somesing, Murph. SET 2: Today, Tokyo, Possibilities (w/ CE), Frequencies Peace 2> Frequencies Peace 3, Be Pulse, Blu Mood, Dance, Murph. E: Peoples.
Guests: w/ Collective Efforts",http://digital.1320records.com/search/release.php?RELEASE_ID=138
2005.04.02,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Arigato, Nautilus, Really Wut?, T. W. E. L. V. E., Possibilities (w/ CE), Medicine (w/ CE), Open E, Kamuy, Murph. SET 2: F. Word, Music, Us, Mischief of a Sleepwalker, Sweat & Concrete, Things in My Life (w/ CE), Murph, Inspire Strikes Back, Peoples, Moon Socket, Murph. E: Life's Sweet Breath, Hubble.
Guests: w/ Collective Efforts",http://digital.1320records.com/search/release.php?RELEASE_ID=137
2005.04.01,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Once Told, Ramone & Emiglio, Somesing, Roygbiv, Squares and Cubes, Native End, ReEmergence, Blu Mood, Murph. SET 2: Tokyo, Be Pulse, Move My Peeps, Crystal Instrument, Breathe In, GLOgli, Grow, Murph. E: Luma Daylight.",http://digital.1320records.com/search/release.php?RELEASE_ID=136
2005.03.31,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Trinocular, Vibyl, STS9, Twilight, By the Morning Sun, Water Song, What Is Love?, Murph. SET 2: Four Year Puma, Jebez, Equinox, From Now On, Surreality> EB, Arigato, Tap-In, Murph. E: Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=135
2005.03.30,The Orange Peel,Asheville,NC,USA,"SET 1: Murph, Music, Us, Crystal Instrument, Ramone & Emiglio, Today, Gobnugget, Really Wut?, Open E, Murph. SET 2: Mischief of a Sleepwalker, Peoples, Grow, Orbital, Arigato> Hubble, Murph. E: GLOgli.",http://digital.1320records.com/search/release.php?RELEASE_ID=134
2005.03.29,The Orange Peel,Asheville,NC,USA,"SET 1: Murph, musical story, yes, Nautilus, Blu Mood, Somesing, Sweat & Concrete, From Now On, F. Word> Monkey Music, Murph. SET 2: Evasive/Kamuy, Native End, Forest Hu, Tokyo, By the Morning Sun, Move My Peeps, Peaceblasters, Be Pulse, Sift 5, Once Told, Murph. E: Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=133
2005.03.27,The Masquerade,Tampa,FL,USA,"SET 1: Murph, Peoples, F. Word, Squares and Cubes, Tokyo, Trinocular, Vibyl, Twilight, Orbital, Murph. SET 2: Really Wut?, Equinox, Somesing, Tap-In, Murph. E: What Is Love?.",http://digital.1320records.com/search/release.php?RELEASE_ID=132
2005.02.26,The Norva,Norfolk,VA,USA,"SET 1: Murph, Twilight, STS9, Kamuy, Native End, ReEmergence, Somesing, Tap-In, Murph.
SET 2: F. Word, Tokyo, By the Morning Sun, Mischief of a Sleepwalker, Crystal Instrument, Surreality> EB, What Is Love?, Murph. E: Arigato> Blu Mood.",http://digital.1320records.com/search/release.php?RELEASE_ID=131
2005.02.25,Nightclub 9:30,Washington,D.C.,USA,"SET 1: Murph, Peoples, Ramone & Emiglio, Arigato, Tokyo, Roygbiv, Music, Us, GLOgli, Murph. SET 2: Really Wut?, Grow, Move My Peeps, Open E, Equinox, Somesing, Murph. E: Orbital.",http://digital.1320records.com/search/release.php?RELEASE_ID=130
2005.02.23,The Roxy,Boston,MA,USA,"SET 1: Murph, Somesing, Tap-In, ReEmergence, Four Year Puma, Really Wut?, Mischief of a Sleepwalker, Murph. SET 2: Tokyo, Ramone & Emiglio, Move My Peeps, Arigato, Kamuy (*), Crystal Instrument, Murph. E: Nautilus. multitrack source - mixed by david murphy
Guests: * Andrew Barr of  the Slip",http://digital.1320records.com/search/release.php?RELEASE_ID=129
2005.02.21,Higher Ground,So. Burlington,VT,USA,"SET 1: Murph, Tokyo, Gobnugget, Blu Mood, Better Day> By the Morning Sun, Evasive/Kamuy, Peoples, Murph. SET 2: Ramone & Emiglio, Somesing, STS9, Orbital, ReEmergence, GLOgli, Murph. E: Circus. multitrack source - mixed by ryan knutson",http://digital.1320records.com/search/release.php?RELEASE_ID=128
2005.02.17,Theater of the Living Arts,Philidelphia,PA,USA,"SET1: Murph, Four Year Puma, Really Wut?, Squares and Cubes, Today, Somesing, Nautilus (*), F. Word. SET 2: Trinocular, Vibyl, Grow, STS9, Arigato, Tap-In, GLOgli, Murph.
E: Moon Socket. multitrack source - mixed by ryan knutson
Guests: * Mr.Lif & Akrobatik of The Perceptionists.",http://digital.1320records.com/search/release.php?RELEASE_ID=127
